"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UPM00033347","BORYSPIL, UP","1999-01-30",,,"16",,
"UPM00033347","BORYSPIL, UP","1999-01-31",,,"17",,
"UPM00033347","BORYSPIL, UP","1999-02-01",,,"20",,
"UPM00033347","BORYSPIL, UP","1999-02-02",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-02-03",,,"11",,
"UPM00033347","BORYSPIL, UP","1999-02-04",,,"23",,
"UPM00033347","BORYSPIL, UP","1999-02-05",,,"36",,
"UPM00033347","BORYSPIL, UP","1999-02-06",,,"32",,
"UPM00033347","BORYSPIL, UP","1999-02-07",,,"26",,
"UPM00033347","BORYSPIL, UP","1999-02-08",,,"29",,
"UPM00033347","BORYSPIL, UP","1999-02-09",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-02-10",,,"26",,
"UPM00033347","BORYSPIL, UP","1999-02-11",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-02-12",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-02-13",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-02-14",,,"32",,
"UPM00033347","BORYSPIL, UP","1999-02-15",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-02-16",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-02-17",,,"28",,
"UPM00033347","BORYSPIL, UP","1999-02-18",,,"28",,
"UPM00033347","BORYSPIL, UP","1999-02-19",,,"23",,
"UPM00033347","BORYSPIL, UP","1999-02-20",,,"22",,
"UPM00033347","BORYSPIL, UP","1999-02-21",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-02-22",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-02-23",,,"35",,
"UPM00033347","BORYSPIL, UP","1999-02-24",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-02-25",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-02-26",,,"30",,
"UPM00033347","BORYSPIL, UP","1999-02-27",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-02-28",,,"36",,
"UPM00033347","BORYSPIL, UP","1999-03-01",,,"36",,
"UPM00033347","BORYSPIL, UP","1999-03-02",,,"37",,
"UPM00033347","BORYSPIL, UP","1999-03-03",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-03-04",,,"43",,
"UPM00033347","BORYSPIL, UP","1999-03-05",,,"43",,
"UPM00033347","BORYSPIL, UP","1999-03-06",,,"47",,
"UPM00033347","BORYSPIL, UP","1999-03-07",,,"45",,
"UPM00033347","BORYSPIL, UP","1999-03-08",,,"43",,
"UPM00033347","BORYSPIL, UP","1999-03-09",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-03-10",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-03-11",,,"37",,
"UPM00033347","BORYSPIL, UP","1999-03-12",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-03-13",,,"30",,
"UPM00033347","BORYSPIL, UP","1999-03-14",,,"29",,
"UPM00033347","BORYSPIL, UP","1999-03-15",,,"26",,
"UPM00033347","BORYSPIL, UP","1999-03-16",,,"25",,
"UPM00033347","BORYSPIL, UP","1999-03-17",,,"25",,
"UPM00033347","BORYSPIL, UP","1999-03-18",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-03-19",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-03-20",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-03-21",,,"30",,
"UPM00033347","BORYSPIL, UP","1999-03-22",,,"32",,
"UPM00033347","BORYSPIL, UP","1999-03-23",,,"37",,
"UPM00033347","BORYSPIL, UP","1999-03-24",,,"36",,
"UPM00033347","BORYSPIL, UP","1999-03-25",,,"37",,
"UPM00033347","BORYSPIL, UP","1999-03-26",,,"41",,
"UPM00033347","BORYSPIL, UP","1999-03-27",,,"44",,
"UPM00033347","BORYSPIL, UP","1999-03-28",,,"47",,
"UPM00033347","BORYSPIL, UP","1999-03-29",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-03-30",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-03-31",,,"51",,
"UPM00033347","BORYSPIL, UP","1999-04-01",,,"47",,
"UPM00033347","BORYSPIL, UP","1999-04-02",,,"48",,
"UPM00033347","BORYSPIL, UP","1999-04-03",,,"48",,
"UPM00033347","BORYSPIL, UP","1999-04-04",,,"45",,
"UPM00033347","BORYSPIL, UP","1999-04-05",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-04-06",,,"48",,
"UPM00033347","BORYSPIL, UP","1999-04-07",,,"56",,
"UPM00033347","BORYSPIL, UP","1999-04-08",,,"50",,
"UPM00033347","BORYSPIL, UP","1999-04-09",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-04-10",,,"52",,
"UPM00033347","BORYSPIL, UP","1999-04-11",,,"52",,
"UPM00033347","BORYSPIL, UP","1999-04-12",,,"50",,
"UPM00033347","BORYSPIL, UP","1999-04-13",,,"47",,
"UPM00033347","BORYSPIL, UP","1999-04-14",,,"53",,
"UPM00033347","BORYSPIL, UP","1999-04-15",,,"51",,
"UPM00033347","BORYSPIL, UP","1999-04-16",,,"55",,
"UPM00033347","BORYSPIL, UP","1999-04-17",,,"61",,
"UPM00033347","BORYSPIL, UP","1999-04-18",,,"56",,
"UPM00033347","BORYSPIL, UP","1999-04-19",,,"56",,
"UPM00033347","BORYSPIL, UP","1999-04-20",,,"43",,
"UPM00033347","BORYSPIL, UP","1999-04-21",,,"48",,
"UPM00033347","BORYSPIL, UP","1999-04-22",,,"53",,
"UPM00033347","BORYSPIL, UP","1999-04-23",,,"54",,
"UPM00033347","BORYSPIL, UP","1999-04-24",,,"55",,
"UPM00033347","BORYSPIL, UP","1999-04-25",,,"56",,
"UPM00033347","BORYSPIL, UP","1999-04-26",,,"57",,
"UPM00033347","BORYSPIL, UP","1999-04-27",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-04-28",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-04-29",,,"56",,
"UPM00033347","BORYSPIL, UP","1999-04-30",,,"50",,
"UPM00033347","BORYSPIL, UP","1999-05-01",,,"55",,
"UPM00033347","BORYSPIL, UP","1999-05-02",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-05-03",,,"46",,
"UPM00033347","BORYSPIL, UP","1999-05-04",,,"43",,
"UPM00033347","BORYSPIL, UP","1999-05-05",,,"41",,
"UPM00033347","BORYSPIL, UP","1999-05-07",,,"50",,
"UPM00033347","BORYSPIL, UP","1999-05-08",,,"54",,
"UPM00033347","BORYSPIL, UP","1999-05-09",,,"57",,
"UPM00033347","BORYSPIL, UP","1999-05-10",,,"50",,
"UPM00033347","BORYSPIL, UP","1999-05-11",,,"58",,
"UPM00033347","BORYSPIL, UP","1999-05-12",,,"45",,
"UPM00033347","BORYSPIL, UP","1999-05-13",,,"44",,
"UPM00033347","BORYSPIL, UP","1999-05-14",,,"44",,
"UPM00033347","BORYSPIL, UP","1999-05-15",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-05-16",,,"51",,
"UPM00033347","BORYSPIL, UP","1999-05-17",,,"46",,
"UPM00033347","BORYSPIL, UP","1999-05-18",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-05-19",,,"55",,
"UPM00033347","BORYSPIL, UP","1999-05-20",,,"59",,
"UPM00033347","BORYSPIL, UP","1999-05-21",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-05-22",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-05-23",,,"61",,
"UPM00033347","BORYSPIL, UP","1999-05-24",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-05-25",,,"58",,
"UPM00033347","BORYSPIL, UP","1999-05-26",,,"61",,
"UPM00033347","BORYSPIL, UP","1999-05-27",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-05-28",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-05-29",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-05-30",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-05-31",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-06-01",,,"57",,
"UPM00033347","BORYSPIL, UP","1999-06-02",,,"59",,
"UPM00033347","BORYSPIL, UP","1999-06-03",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-06-04",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-06-05",,,"67",,
"UPM00033347","BORYSPIL, UP","1999-06-06",,,"69",,
"UPM00033347","BORYSPIL, UP","1999-06-07",,,"70",,
"UPM00033347","BORYSPIL, UP","1999-06-08",,,"73",,
"UPM00033347","BORYSPIL, UP","1999-06-09",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-06-10",,,"75",,
"UPM00033347","BORYSPIL, UP","1999-06-11",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-06-12",,,"77",,
"UPM00033347","BORYSPIL, UP","1999-06-13",,,"75",,
"UPM00033347","BORYSPIL, UP","1999-06-14",,,"72",,
"UPM00033347","BORYSPIL, UP","1999-06-15",,,"70",,
"UPM00033347","BORYSPIL, UP","1999-06-16",,,"73",,
"UPM00033347","BORYSPIL, UP","1999-06-17",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-06-18",,,"76",,
"UPM00033347","BORYSPIL, UP","1999-06-19",,,"77",,
"UPM00033347","BORYSPIL, UP","1999-06-20",,,"70",,
"UPM00033347","BORYSPIL, UP","1999-06-21",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-06-22",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-06-23",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-06-24",,,"71",,
"UPM00033347","BORYSPIL, UP","1999-06-25",,,"69",,
"UPM00033347","BORYSPIL, UP","1999-06-26",,,"67",,
"UPM00033347","BORYSPIL, UP","1999-06-27",,,"70",,
"UPM00033347","BORYSPIL, UP","1999-06-28",,,"73",,
"UPM00033347","BORYSPIL, UP","1999-06-29",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-06-30",,,"73",,
"UPM00033347","BORYSPIL, UP","1999-07-01",,,"72",,
"UPM00033347","BORYSPIL, UP","1999-07-02",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-07-03",,,"69",,
"UPM00033347","BORYSPIL, UP","1999-07-04",,,"71",,
"UPM00033347","BORYSPIL, UP","1999-07-05",,,"76",,
"UPM00033347","BORYSPIL, UP","1999-07-06",,,"81",,
"UPM00033347","BORYSPIL, UP","1999-07-07",,,"81",,
"UPM00033347","BORYSPIL, UP","1999-07-08",,,"83",,
"UPM00033347","BORYSPIL, UP","1999-07-09",,,"78",,
"UPM00033347","BORYSPIL, UP","1999-07-10",,,"69",,
"UPM00033347","BORYSPIL, UP","1999-07-11",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-07-12",,,"71",,
"UPM00033347","BORYSPIL, UP","1999-07-13",,,"75",,
"UPM00033347","BORYSPIL, UP","1999-07-14",,,"77",,
"UPM00033347","BORYSPIL, UP","1999-07-15",,,"76",,
"UPM00033347","BORYSPIL, UP","1999-07-16",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-07-17",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-07-18",,,"61",,
"UPM00033347","BORYSPIL, UP","1999-07-19",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-07-20",,,"65",,
"UPM00033347","BORYSPIL, UP","1999-07-21",,,"70",,
"UPM00033347","BORYSPIL, UP","1999-07-22",,,"72",,
"UPM00033347","BORYSPIL, UP","1999-07-23",,,"76",,
"UPM00033347","BORYSPIL, UP","1999-07-24",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-07-25",,,"72",,
"UPM00033347","BORYSPIL, UP","1999-07-26",,,"75",,
"UPM00033347","BORYSPIL, UP","1999-07-27",,,"75",,
"UPM00033347","BORYSPIL, UP","1999-07-28",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-07-29",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-07-30",,,"70",,
"UPM00033347","BORYSPIL, UP","1999-07-31",,,"65",,
"UPM00033347","BORYSPIL, UP","1999-08-01",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-08-02",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-08-03",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-08-04",,,"66",,
"UPM00033347","BORYSPIL, UP","1999-08-05",,,"65",,
"UPM00033347","BORYSPIL, UP","1999-08-06",,,"69",,
"UPM00033347","BORYSPIL, UP","1999-08-07",,,"71",,
"UPM00033347","BORYSPIL, UP","1999-08-08",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-08-09",,,"74",,
"UPM00033347","BORYSPIL, UP","1999-08-10",,,"79",,
"UPM00033347","BORYSPIL, UP","1999-08-11",,,"75",,
"UPM00033347","BORYSPIL, UP","1999-08-12",,,"69",,
"UPM00033347","BORYSPIL, UP","1999-08-13",,,"68",,
"UPM00033347","BORYSPIL, UP","1999-08-14",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-08-15",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-08-16",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-08-17",,,"59",,
"UPM00033347","BORYSPIL, UP","1999-08-18",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-08-19",,,"71",,
"UPM00033347","BORYSPIL, UP","1999-08-20",,,"73",,
"UPM00033347","BORYSPIL, UP","1999-08-21",,,"66",,
"UPM00033347","BORYSPIL, UP","1999-08-22",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-08-23",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-08-24",,,"58",,
"UPM00033347","BORYSPIL, UP","1999-08-25",,,"59",,
"UPM00033347","BORYSPIL, UP","1999-08-26",,,"59",,
"UPM00033347","BORYSPIL, UP","1999-08-27",,,"59",,
"UPM00033347","BORYSPIL, UP","1999-08-28",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-08-29",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-08-30",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-08-31",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-09-01",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-09-02",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-09-03",,,"57",,
"UPM00033347","BORYSPIL, UP","1999-09-04",,,"58",,
"UPM00033347","BORYSPIL, UP","1999-09-05",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-09-06",,,"65",,
"UPM00033347","BORYSPIL, UP","1999-09-07",,,"67",,
"UPM00033347","BORYSPIL, UP","1999-09-08",,,"67",,
"UPM00033347","BORYSPIL, UP","1999-09-09",,,"67",,
"UPM00033347","BORYSPIL, UP","1999-09-10",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-09-11",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-09-12",,,"52",,
"UPM00033347","BORYSPIL, UP","1999-09-13",,,"46",,
"UPM00033347","BORYSPIL, UP","1999-09-14",,,"48",,
"UPM00033347","BORYSPIL, UP","1999-09-15",,,"50",,
"UPM00033347","BORYSPIL, UP","1999-09-16",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-09-17",,,"55",,
"UPM00033347","BORYSPIL, UP","1999-09-18",,,"56",,
"UPM00033347","BORYSPIL, UP","1999-09-19",,,"51",,
"UPM00033347","BORYSPIL, UP","1999-09-20",,,"52",,
"UPM00033347","BORYSPIL, UP","1999-09-21",,,"53",,
"UPM00033347","BORYSPIL, UP","1999-09-22",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-09-23",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-09-24",,,"63",,
"UPM00033347","BORYSPIL, UP","1999-09-25",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-09-26",,,"60",,
"UPM00033347","BORYSPIL, UP","1999-09-27",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-09-28",,"2.0","61",,
"UPM00033347","BORYSPIL, UP","1999-09-29",,"2.0","64",,
"UPM00033347","BORYSPIL, UP","1999-09-30",,"2.0","60",,
"UPM00033347","BORYSPIL, UP","1999-10-01",,,"66",,
"UPM00033347","BORYSPIL, UP","1999-10-02",,,"61",,
"UPM00033347","BORYSPIL, UP","1999-10-03",,,"64",,
"UPM00033347","BORYSPIL, UP","1999-10-04",,,"67",,
"UPM00033347","BORYSPIL, UP","1999-10-05",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-10-06",,,"62",,
"UPM00033347","BORYSPIL, UP","1999-10-07",,,"54",,
"UPM00033347","BORYSPIL, UP","1999-10-08",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-10-09",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-10-10",,,"44",,
"UPM00033347","BORYSPIL, UP","1999-10-11",,,"45",,
"UPM00033347","BORYSPIL, UP","1999-10-12",,,"51",,
"UPM00033347","BORYSPIL, UP","1999-10-13",,,"45",,
"UPM00033347","BORYSPIL, UP","1999-10-14",,,"45",,
"UPM00033347","BORYSPIL, UP","1999-10-15",,,"42",,
"UPM00033347","BORYSPIL, UP","1999-10-16",,,"39",,
"UPM00033347","BORYSPIL, UP","1999-10-17",,,"38",,
"UPM00033347","BORYSPIL, UP","1999-10-18",,,"38",,
"UPM00033347","BORYSPIL, UP","1999-10-19",,,"35",,
"UPM00033347","BORYSPIL, UP","1999-10-20",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-10-21",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-10-22",,,"30",,
"UPM00033347","BORYSPIL, UP","1999-10-23",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-10-24",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-10-25",,,"41",,
"UPM00033347","BORYSPIL, UP","1999-10-26",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-10-27",,,"49",,
"UPM00033347","BORYSPIL, UP","1999-10-28",,,"43",,
"UPM00033347","BORYSPIL, UP","1999-10-29",,,"45",,
"UPM00033347","BORYSPIL, UP","1999-10-30",,,"40",,
"UPM00033347","BORYSPIL, UP","1999-10-31",,,"38",,
"UPM00033347","BORYSPIL, UP","1999-11-01",,,"44",,
"UPM00033347","BORYSPIL, UP","1999-11-02",,,"44",,
"UPM00033347","BORYSPIL, UP","1999-11-03",,,"47",,
"UPM00033347","BORYSPIL, UP","1999-11-04",,,"41",,
"UPM00033347","BORYSPIL, UP","1999-11-05",,,"35",,
"UPM00033347","BORYSPIL, UP","1999-11-06",,,"39",,
"UPM00033347","BORYSPIL, UP","1999-11-07",,,"40",,
"UPM00033347","BORYSPIL, UP","1999-11-08",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-11-09",,,"20",,
"UPM00033347","BORYSPIL, UP","1999-11-10",,,"22",,
"UPM00033347","BORYSPIL, UP","1999-11-11",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-11-12",,,"35",,
"UPM00033347","BORYSPIL, UP","1999-11-13",,,"37",,
"UPM00033347","BORYSPIL, UP","1999-11-14",,,"38",,
"UPM00033347","BORYSPIL, UP","1999-11-15",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-11-16",,,"22",,
"UPM00033347","BORYSPIL, UP","1999-11-17",,,"20",,
"UPM00033347","BORYSPIL, UP","1999-11-18",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-11-19",,,"29",,
"UPM00033347","BORYSPIL, UP","1999-11-20",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-11-21",,,"30",,
"UPM00033347","BORYSPIL, UP","1999-11-22",,,"32",,
"UPM00033347","BORYSPIL, UP","1999-11-23",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-11-24",,,"17",,
"UPM00033347","BORYSPIL, UP","1999-11-25",,,"1",,
"UPM00033347","BORYSPIL, UP","1999-11-26",,,"10",,
"UPM00033347","BORYSPIL, UP","1999-11-27",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-11-28",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-11-29",,,"32",,
"UPM00033347","BORYSPIL, UP","1999-11-30",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-12-01",,,"36",,
"UPM00033347","BORYSPIL, UP","1999-12-02",,,"38",,
"UPM00033347","BORYSPIL, UP","1999-12-03",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-12-04",,,"39",,
"UPM00033347","BORYSPIL, UP","1999-12-05",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-12-06",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-12-07",,,"29",,
"UPM00033347","BORYSPIL, UP","1999-12-08",,,"36",,
"UPM00033347","BORYSPIL, UP","1999-12-09",,,"35",,
"UPM00033347","BORYSPIL, UP","1999-12-10",,,"35",,
"UPM00033347","BORYSPIL, UP","1999-12-11",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-12-12",,,"43",,
"UPM00033347","BORYSPIL, UP","1999-12-13",,,"42",,
"UPM00033347","BORYSPIL, UP","1999-12-14",,,"36",,
"UPM00033347","BORYSPIL, UP","1999-12-15",,,"34",,
"UPM00033347","BORYSPIL, UP","1999-12-16",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-12-17",,,"30",,
"UPM00033347","BORYSPIL, UP","1999-12-18",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-12-19",,,"33",,
"UPM00033347","BORYSPIL, UP","1999-12-20",,,"31",,
"UPM00033347","BORYSPIL, UP","1999-12-21",,,"27",,
"UPM00033347","BORYSPIL, UP","1999-12-22",,,"19",,
"UPM00033347","BORYSPIL, UP","1999-12-23",,,"11",,
"UPM00033347","BORYSPIL, UP","1999-12-24",,,"12",,
"UPM00033347","BORYSPIL, UP","1999-12-25",,,"22",,
"UPM00033347","BORYSPIL, UP","1999-12-26",,,"29",,
"UPM00033347","BORYSPIL, UP","1999-12-27",,,"22",,
"UPM00033347","BORYSPIL, UP","1999-12-28",,,"22",,
"UPM00033347","BORYSPIL, UP","1999-12-29",,,"28",,
"UPM00033347","BORYSPIL, UP","1999-12-30",,,"30",,
"UPM00033347","BORYSPIL, UP","1999-12-31",,,"21",,
"UPM00033347","BORYSPIL, UP","2000-01-01",,,"22","24","20"
"UPM00033347","BORYSPIL, UP","2000-01-02",,,"22","26",
"UPM00033347","BORYSPIL, UP","2000-01-03",,,"22","27","16"
"UPM00033347","BORYSPIL, UP","2000-01-04","0.02",,"26","31",
"UPM00033347","BORYSPIL, UP","2000-01-05",,,"33",,
"UPM00033347","BORYSPIL, UP","2000-01-06","0.12",,"31","34","32"
"UPM00033347","BORYSPIL, UP","2000-01-07",,,"30","31",
"UPM00033347","BORYSPIL, UP","2000-01-08",,,"31","33","30"
"UPM00033347","BORYSPIL, UP","2000-01-09",,,"31","34","30"
"UPM00033347","BORYSPIL, UP","2000-01-10",,,"29","31","28"
"UPM00033347","BORYSPIL, UP","2000-01-11",,,"30","35","26"
"UPM00033347","BORYSPIL, UP","2000-01-12",,,"30","34","29"
"UPM00033347","BORYSPIL, UP","2000-01-13",,,"18","29","11"
"UPM00033347","BORYSPIL, UP","2000-01-14",,,"22","27",
"UPM00033347","BORYSPIL, UP","2000-01-15",,,"28",,"21"
"UPM00033347","BORYSPIL, UP","2000-01-16","0.16",,"21","22",
"UPM00033347","BORYSPIL, UP","2000-01-17","0.00",,"23","27","19"
"UPM00033347","BORYSPIL, UP","2000-01-18","0.20",,"28","31","25"
"UPM00033347","BORYSPIL, UP","2000-01-19","0.03",,"26","28","24"
"UPM00033347","BORYSPIL, UP","2000-01-20","0.02",,"18","19",
"UPM00033347","BORYSPIL, UP","2000-01-21","0.08",,"23",,"17"
"UPM00033347","BORYSPIL, UP","2000-01-22","0.08",,"11","16","4"
"UPM00033347","BORYSPIL, UP","2000-01-23","0.00",,"8","18","5"
"UPM00033347","BORYSPIL, UP","2000-01-24","0.00",,"7","11",
"UPM00033347","BORYSPIL, UP","2000-01-25","0.04",,"4","11","-2"
"UPM00033347","BORYSPIL, UP","2000-01-26","0.03",,"6","13",
"UPM00033347","BORYSPIL, UP","2000-01-27","0.00",,"26","35","-4"
"UPM00033347","BORYSPIL, UP","2000-01-28",,,"34","36","34"
"UPM00033347","BORYSPIL, UP","2000-01-29","0.00",,"33","36","32"
"UPM00033347","BORYSPIL, UP","2000-01-30",,,"31","35","29"
"UPM00033347","BORYSPIL, UP","2000-01-31","0.04",,"34","37","30"
"UPM00033347","BORYSPIL, UP","2000-02-01",,,"29","33",
"UPM00033347","BORYSPIL, UP","2000-02-02","0.03",,"37","42","23"
"UPM00033347","BORYSPIL, UP","2000-02-03","0.02",,"37","40","37"
"UPM00033347","BORYSPIL, UP","2000-02-04","0.00",,"27","31","26"
"UPM00033347","BORYSPIL, UP","2000-02-05","0.00",,"32","38","25"
"UPM00033347","BORYSPIL, UP","2000-02-06","0.12",,"31","35","26"
"UPM00033347","BORYSPIL, UP","2000-02-07",,,"35",,"33"
"UPM00033347","BORYSPIL, UP","2000-02-08","0.00",,"38",,
"UPM00033347","BORYSPIL, UP","2000-02-16",,,"9",,
"UPM00033347","BORYSPIL, UP","2000-02-18",,,"33","35","33"
"UPM00033347","BORYSPIL, UP","2000-02-19","0.83",,"33","36","34"
"UPM00033347","BORYSPIL, UP","2000-02-20","0.00",,"30","33","29"
"UPM00033347","BORYSPIL, UP","2000-02-21",,,"28","32","28"
"UPM00033347","BORYSPIL, UP","2000-02-22","0.02",,"23","27","23"
"UPM00033347","BORYSPIL, UP","2000-02-23","0.00",,"24","31","20"
"UPM00033347","BORYSPIL, UP","2000-02-24","0.00",,"20","28","14"
"UPM00033347","BORYSPIL, UP","2000-02-25",,,"29","36","20"
"UPM00033347","BORYSPIL, UP","2000-02-26","0.04",,"33","37","29"
"UPM00033347","BORYSPIL, UP","2000-02-27","0.00",,"30","35","32"
"UPM00033347","BORYSPIL, UP","2000-02-28","0.00",,"28","38","19"
"UPM00033347","BORYSPIL, UP","2000-02-29",,,"34","44","28"
"UPM00033347","BORYSPIL, UP","2000-03-01",,,"35","43","28"
"UPM00033347","BORYSPIL, UP","2000-03-02",,,"35","38","33"
"UPM00033347","BORYSPIL, UP","2000-03-03","0.00",,"35","43","34"
"UPM00033347","BORYSPIL, UP","2000-03-04","0.00",,"37","41","30"
"UPM00033347","BORYSPIL, UP","2000-03-05","0.04",,"35","39","32"
"UPM00033347","BORYSPIL, UP","2000-03-06",,,"29","35","25"
"UPM00033347","BORYSPIL, UP","2000-03-07","0.02",,"33","38","26"
"UPM00033347","BORYSPIL, UP","2000-03-08","0.20",,"40","44","37"
"UPM00033347","BORYSPIL, UP","2000-03-09","0.03",,"44","51","35"
"UPM00033347","BORYSPIL, UP","2000-03-10","0.12",,"32","34","30"
"UPM00033347","BORYSPIL, UP","2000-03-11","0.04",,"10","35","27"
"UPM00033347","BORYSPIL, UP","2000-03-12","0.01",,"32","38","27"
"UPM00033347","BORYSPIL, UP","2000-03-13",,,"31",,"27"
"UPM00033347","BORYSPIL, UP","2000-03-14",,,"35","42","26"
"UPM00033347","BORYSPIL, UP","2000-03-15",,,"35","39","33"
"UPM00033347","BORYSPIL, UP","2000-03-16","0.20",,"34","40","32"
"UPM00033347","BORYSPIL, UP","2000-03-17","0.00",,"31","37","29"
"UPM00033347","BORYSPIL, UP","2000-03-18","0.00",,"32","40","24"
"UPM00033347","BORYSPIL, UP","2000-03-19",,,"31","34","30"
"UPM00033347","BORYSPIL, UP","2000-03-20","0.16",,"31","35","30"
"UPM00033347","BORYSPIL, UP","2000-03-21","0.03",,"31","37","24"
"UPM00033347","BORYSPIL, UP","2000-03-22",,,"34","42","27"
"UPM00033347","BORYSPIL, UP","2000-03-23",,,"41","46","36"
"UPM00033347","BORYSPIL, UP","2000-03-24","0.08",,"38","41","37"
"UPM00033347","BORYSPIL, UP","2000-03-25","0.00",,"37","47","30"
